id,Y,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27
7326,1,80120,4828,0,39,119296,1000,130723,1,122523,128342,1,120738,5185,118904,1,302007,119643,1,118832,1,1,127382,1,88258,,,
7327,1,7976,1331,0,39,119357,2000,130186,1,122469,127961,1,120799,1688,117975,1,120239,119589,1,118832,1,1,126453,1,16114,,,
7328,1,27285,18250,0,34,120196,1000,143051,1,123773,138384,1,121638,18607,118834,1,204689,120893,1,119703,1,1,127312,1,35423,,,
7329,1,30099,15559,0,41,119953,1000,305094,1,284889,128573,1,121395,15916,118627,1,164538,282009,1,119444,1,1,127105,1,38237,,,
7330,1,40878,18114,1,41,119868,2000,305094,1,123096,128256,1,121310,18471,118694,1,138619,120216,1,119127,1,1,127172,1,49016,,,
7331,1,44083,17298,0,43,120578,1000,143022,1,124156,138341,1,122020,17655,118975,1,130902,121276,1,119703,1,1,127453,1,52221,,,
7332,1,18080,807,0,39,129973,2000,29271,1,133552,138298,1,131415,1164,119323,1,306572,130672,1,119703,1,2,127801,1,26218,,,
7333,1,78162,2089,0,42,119376,3000,130803,1,122603,128385,1,120818,2446,118572,1,132648,119723,1,118832,1,1,127050,1,86300,,,
7334,1,23809,18723,0,34,119650,8000,315517,1,123227,138384,1,121092,19080,128965,1,294661,120347,1,119703,4,1,137443,1,31947,,,
7335,1,21278,90045,0,42,118844,1000,130186,1,183832,128149,1,120286,90402,118670,1,120496,180952,1,118787,1,1,127148,1,29416,,,
7336,1,76833,20219,0,41,118779,1000,303218,1,122006,128212,1,120221,20576,127026,1,119777,119126,1,119083,1,1,135504,1,84971,,,
7337,1,29122,1117,0,41,122696,2000,143051,1,126274,138325,1,124138,1474,118520,1,124695,123394,1,119703,1,1,126998,1,37260,,,
7338,1,87489,8105,0,34,120064,3000,315517,1,123643,138384,1,121506,8462,121810,1,121648,120763,1,119703,1,1,130288,1,95627,,,
7339,1,42436,4537,0,34,119650,1000,315517,1,123227,138050,2,121092,4894,119023,1,121648,120347,1,119703,1,1,127501,1,50574,,,
7340,1,96744,44059,0,49,129525,1000,315517,2,133104,137960,1,130967,44416,122357,1,133827,130224,1,119703,1,1,130835,1,104882,,,
7341,1,5674,17109,0,41,118926,1000,130186,1,122155,128224,1,120368,17466,118474,1,289222,119275,1,118832,1,1,126952,1,13812,,,
7342,1,43638,6322,0,38,120064,3000,315517,1,123643,138298,1,121506,6679,132569,1,121648,120763,1,119703,1,1,141047,1,51776,,,
7343,1,37206,51244,0,45,119515,1000,130942,1,122742,128326,1,120957,51601,118391,1,308270,119862,1,118832,1,2,126869,1,45344,,,
7344,1,81119,49462,2,43,120167,1000,143022,1,123744,138341,1,121609,49819,119740,1,303878,120864,1,119703,1,1,128218,1,89257,,,
7345,1,77941,3800,0,38,122556,1000,143236,1,126134,138298,1,123998,4157,120201,1,314331,123254,1,119703,1,1,128679,1,86079,,,
7346,1,81823,5427,0,38,119193,1000,303218,1,122422,128342,1,120635,5784,120064,1,242854,119542,1,118832,1,1,128542,1,89961,,,
7347,1,80174,7426,0,40,120196,1000,143051,1,123773,138384,1,121638,7783,118888,1,156049,120893,1,119703,1,1,127366,1,88312,,,
7348,1,1709,1329,0,50,129102,1000,16972,1,132331,127961,1,130544,1686,117975,2,304701,129451,1,118832,1,1,126453,1,9847,,,
7349,1,73234,5085,0,47,121671,4000,142929,2,125250,138298,1,123113,5442,118600,1,314350,122370,1,119703,1,2,127078,1,81372,,,
7350,1,17198,72365,0,35,119657,1000,303218,1,122885,128412,1,121099,72722,120441,1,242854,120005,1,118832,1,1,128919,1,25336,,,
7351,1,21664,4246,0,36,128564,7000,143236,1,132142,137967,1,130006,4603,119052,1,272776,129262,1,119703,1,1,127530,1,29802,,,
7352,1,35627,6235,0,39,119339,2000,130766,1,122566,128326,1,120781,6592,118399,1,123798,119686,1,118832,1,1,126877,1,43765,,,
7353,1,16715,264784,1,43,119147,1000,305094,1,122375,128752,1,120589,265141,119192,1,120677,119495,1,119623,1,1,127670,1,24853,,,
7354,1,37623,6491,0,40,119650,1000,315517,1,123227,138341,1,121092,6848,118998,1,244725,120347,1,119703,1,1,127476,1,45761,,,
7355,1,74089,4716,0,41,119193,1000,303218,1,122422,127961,1,120635,5073,118423,1,119777,119542,1,118832,1,1,126901,1,82227,,,
7356,1,79271,7338,0,45,129070,1000,132071,1,132298,127953,1,130512,7695,122743,1,274973,129418,1,5981,1,1,131221,1,87409,,,
7357,1,80853,92408,0,34,120064,1000,315517,1,123643,138461,1,121506,92765,119356,1,121648,120763,2,120057,1,1,127834,1,88991,,,
7358,1,43277,7051,0,49,120003,2000,315517,1,123581,138444,1,121445,7408,120103,1,129631,120701,1,119703,1,1,128581,1,51415,,,
7359,1,6673,6294,0,34,120064,1000,315517,1,123643,138341,1,121506,6651,120864,1,121648,120763,1,119703,1,1,129342,1,14811,,,
7360,1,21482,13423,0,47,119622,3000,44319,1,123201,138218,1,121064,13780,118363,1,121639,120321,1,119961,1,1,126841,1,29620,,,
7361,1,5674,13894,0,45,118779,2000,303218,1,122006,128385,1,120221,14251,118475,1,119777,119126,1,118832,1,1,126953,1,13812,,,
7362,1,30107,60829,0,38,120074,2000,142929,1,312346,138325,1,121516,61186,121836,1,314350,309466,1,119703,1,1,130314,1,38245,,,
7363,1,96681,49390,0,31,119650,2000,315517,1,123227,137960,1,121092,49747,119052,1,121648,120347,1,119703,1,1,127530,1,104819,,,
7364,1,102948,3984,0,42,119325,1000,130752,1,122552,128342,2,120767,4341,122083,1,132005,119672,1,118832,1,1,130561,1,111086,,,
7365,1,75813,41819,0,30,122509,1000,143065,1,126087,138461,1,123951,42176,118664,1,124507,123207,1,120057,1,1,127142,1,83951,,,
7366,1,35717,154603,0,32,118779,4000,303218,1,122006,128212,1,120221,154960,120622,1,242854,119126,1,119083,4,1,129100,1,43855,,,
7367,1,36913,689,0,44,118779,1000,303218,1,122006,127961,1,120221,1046,118423,1,119777,119126,1,118832,1,1,126901,1,45051,,,
7368,1,47902,25809,0,38,119630,1000,142485,1,123207,138005,1,121072,26166,118083,1,121628,120327,1,119748,1,1,126561,2,56040,,,
7369,1,76900,5684,0,47,119147,1000,305094,1,122375,132973,1,120589,6041,118016,1,151338,119495,1,123751,1,1,126494,1,85038,,,
7370,1,45813,1083,0,35,119515,1000,130942,1,122742,128326,1,120957,1440,121660,1,308270,119862,1,118832,1,1,130138,1,53951,,,
7371,1,81119,5116,0,45,122533,2000,143022,1,126111,138298,1,123975,5473,127426,1,287834,123231,1,119703,1,1,135904,1,89257,,,
7372,1,75389,3544,0,39,119967,1000,131394,1,123194,128224,1,121409,3901,124201,1,122195,120314,1,118832,1,1,132679,1,83527,,,
7373,1,33269,7538,0,46,119193,1000,303218,1,122422,128342,1,120635,7895,124796,1,119777,119542,1,118832,1,1,133274,1,41407,,,
7374,1,38650,60812,0,43,123946,1000,130911,1,127174,128385,1,125388,61169,118593,1,124944,124294,1,118832,1,1,127071,1,46788,,,
7375,1,19306,15579,0,43,120141,1000,142996,1,123718,138298,1,121583,15936,118537,1,303786,120838,1,119703,1,1,127015,1,27444,,,
7376,1,36597,66437,0,41,124934,4000,44319,1,128513,137909,1,126376,66794,118062,1,126933,125633,1,119652,1,1,126540,1,44735,,,
7377,1,39258,51202,0,49,120312,1000,44319,1,123890,137982,1,121754,51559,118020,1,295937,121010,1,119725,1,1,126498,2,47396,,,
7378,1,18307,139611,0,39,120656,48000,132083,1,123883,128212,1,122098,139968,119852,1,171048,121003,1,119083,1,1,128330,1,26445,,,
7379,1,76077,16165,0,41,119650,2000,320873,1,122878,128541,1,121092,16522,120610,1,310445,119998,1,119412,1,1,129088,1,84215,,,
7380,1,29942,6235,0,42,120045,1000,130766,1,123273,128326,1,121487,6592,118399,1,123798,120393,1,118832,1,2,126877,1,38080,,,
7381,1,81274,1991,0,39,122446,1000,143102,1,126024,137960,1,123888,2348,118643,1,312204,123144,1,119703,1,1,127121,1,89412,,,
7382,1,19306,4125,0,42,120472,1000,142893,1,124050,138298,1,121914,4482,118600,1,226867,121170,2,119703,1,1,127078,1,27444,,,
7383,0,34145,20465,0,41,119763,1000,130697,1,122991,128224,1,121205,20822,120354,1,135120,120111,1,118832,1,1,128832,1,42283,,,
7384,1,27991,52142,0,44,120167,31000,143022,1,123744,138594,2,121609,52499,81618,1,152840,120864,1,120337,1,1,90096,1,36129,,,
7385,1,41486,7590,0,45,120528,4000,315517,1,124106,138223,1,121970,7947,118545,1,122527,121226,1,119703,2,1,127023,1,49624,,,
7386,1,47826,118188,0,44,119622,4000,44319,1,123201,138078,1,121064,118545,118020,1,124061,120321,1,119821,1,1,126498,1,55964,,,
7387,1,38650,14570,0,32,118759,1000,130186,1,121986,128219,1,120201,14927,118079,1,119784,119106,1,119090,1,1,126557,1,46788,,,
7388,1,76077,87718,0,47,124523,1000,130766,1,127752,128462,1,125965,88075,118535,1,164053,124872,1,119186,1,1,127013,1,84215,,,
7389,1,52796,16584,0,45,118926,1000,130186,1,122155,128326,1,120368,16941,120630,1,126295,119275,1,118832,1,1,129108,1,60934,,,
7390,1,3967,1975,0,44,119715,1000,142485,1,185053,138298,1,121157,2332,118208,1,308207,182173,1,119703,1,1,126686,1,12105,,,
7391,1,80561,20449,0,40,119622,1000,44319,1,123201,137889,1,121064,20806,118020,1,121621,120321,1,119632,1,1,126498,1,88699,,,
7392,1,38736,85463,0,46,118759,1000,130186,2,121986,128079,1,120201,85820,117949,1,120048,119106,1,118950,1,1,126427,1,46874,,,
7393,1,79091,19778,0,41,119193,1000,303218,1,122422,127961,1,120635,20135,118423,1,119777,119542,1,118832,1,1,126901,1,87229,,,
7394,1,35515,20845,0,40,119576,1000,131003,1,122803,128445,1,121018,21202,118772,1,152215,119923,1,118832,1,1,127250,1,43653,,,
7395,1,28177,51,0,46,145226,3000,130803,1,148454,128412,1,146668,408,118572,1,146225,145574,1,118832,1,1,127050,1,36315,,,
7396,1,77849,1083,0,43,119515,1000,130942,1,122742,128326,1,120957,1440,121660,2,308270,119862,1,118832,1,1,130138,1,85987,,,
7397,1,27991,15924,1,33,122101,1000,143022,1,125679,138050,1,123543,16281,120498,1,131648,122799,1,119703,1,1,128976,1,36129,,,
7398,1,7976,16262,0,33,119657,21000,303218,1,122885,128051,1,121099,16619,120389,1,119777,120005,1,118832,1,1,128867,1,16114,,,
7399,1,19789,4003,1,42,119650,9000,315517,1,123227,138341,1,121092,4360,122154,1,121648,120347,2,119703,1,1,130632,1,27927,,,
7400,1,40599,4546,0,38,120800,1000,130630,1,124029,128224,1,122242,4903,120125,1,134525,121149,1,118832,1,1,128603,1,48737,,,
7401,1,35816,8261,0,32,119325,1000,130752,1,122552,128177,1,120767,8618,118391,4,132005,119672,1,118758,1,1,126869,1,43954,,,
7402,1,77076,3926,0,47,120429,3000,333172,1,124007,138384,1,121871,4283,121810,1,283185,121127,1,119703,1,1,130288,1,85214,,,
7403,1,66719,56856,0,40,119622,4000,44319,1,123201,137982,1,121064,57213,118020,1,121655,120321,1,119725,1,1,126498,1,74857,,,
7404,0,19071,15502,0,37,119814,31000,305094,1,263274,128256,1,121256,15859,118694,1,195515,260394,1,119127,1,1,127172,1,27209,,,
7405,1,44301,16774,0,47,119193,1000,303218,1,122422,140599,1,120635,17131,139748,1,292790,119542,1,119933,1,1,148226,1,52439,,,
7406,1,20722,55654,0,38,119441,1000,32020,1,122669,128149,1,120883,56011,117991,1,212139,119789,1,118787,1,1,126469,2,28860,,,
7407,1,41448,46496,0,40,120685,1000,317393,1,264495,137942,1,122127,46853,118087,1,130542,261615,1,119685,1,1,126565,1,49586,,,
7408,1,29082,21877,0,36,121520,3000,130697,1,124748,128326,1,122962,22234,118578,1,313312,121868,1,118832,1,1,127056,1,37220,,,
7409,1,8542,6245,0,40,119193,1000,303218,1,122422,128342,1,120635,6602,120793,1,119777,119542,1,118832,1,1,129271,1,16680,,,
7410,1,76348,46141,0,39,122731,1000,143241,1,126310,138325,1,124173,46498,120701,2,308207,123430,1,119703,1,1,129179,1,84486,,,
7411,1,21363,5039,0,45,119167,1000,130594,1,122394,128299,1,120609,5396,118529,1,120173,119514,1,118832,1,1,127007,1,29501,,,
7412,1,81090,28927,0,44,126519,1000,146630,1,130097,138325,1,127961,29284,125286,1,213648,127217,1,119703,1,1,133764,1,89228,,,
7413,1,2249,52990,0,40,119736,1000,130697,1,122964,128212,1,121178,53347,118578,1,159241,120084,1,119083,1,1,127056,1,10387,,,
7414,1,76900,17076,0,41,119601,1000,130594,1,122829,128299,1,121043,17433,119559,1,303405,119949,1,118832,1,1,128037,1,85038,,,
7415,1,37522,10420,0,42,119938,1000,142485,1,123516,138191,1,121380,10777,118037,1,121937,120636,1,119934,1,1,126515,1,45660,,,
7416,1,39101,7266,0,43,120064,2000,315517,1,123643,137901,1,121506,7623,127310,1,121648,120763,2,119644,1,1,135788,1,47239,,,
7417,1,76077,17483,0,35,119150,1000,303218,1,122379,128025,1,120592,17840,118273,1,120131,119499,1,92132,1,1,126751,1,84215,,,
7418,1,34236,1368,0,42,119193,1000,303218,2,122422,128051,1,120635,1725,123009,1,119777,119542,2,118832,1,1,131487,1,42374,,,
7419,1,46411,4638,0,36,118779,1000,303218,1,122006,128299,1,120221,4995,119266,2,119777,119126,1,118832,1,1,127744,1,54549,,,
7420,1,2713,1519,0,40,120585,4000,143241,1,124163,137960,1,122027,1876,118982,1,127120,121283,1,119703,1,1,127460,1,10851,,,
7421,1,2019,49364,0,41,120835,1000,130504,1,124063,129090,1,122277,49721,118606,1,170236,121183,1,119933,1,1,127084,1,10157,,,
7422,1,36497,22525,0,38,119510,1000,130937,2,122737,128299,1,120952,22882,120130,3,137685,119857,1,118832,1,1,128608,1,44635,,,
7423,0,38088,83604,0,38,119640,1000,142485,1,123218,138348,1,121082,83961,118037,1,171998,120338,1,120091,1,1,126515,1,46226,,,
7424,1,76234,1368,0,31,120528,1000,315517,1,124106,138223,1,121970,1725,118545,1,121648,121226,1,119703,1,1,127023,1,84372,,,
7425,1,87563,17796,0,39,120429,3000,333172,1,124007,138411,1,121871,18153,122149,2,124058,121127,1,119703,1,1,130627,1,95701,,,
7426,1,78294,33283,0,44,119357,2000,130186,1,122469,128326,1,120799,33640,118600,1,143323,119589,1,118832,1,1,127078,1,86432,,,
7427,1,87555,97053,0,44,119650,1000,315517,1,123227,139089,1,121092,97410,119099,1,121648,120347,1,120804,1,1,127577,1,95693,,,
7428,1,76014,17826,0,41,120064,1000,315517,1,123643,138050,1,121506,18183,120128,1,121648,120763,1,119703,1,1,128606,1,84152,,,
7429,1,40702,12769,0,30,119630,2000,142485,1,123207,137909,2,121072,13126,118054,1,121655,120327,1,119652,1,1,126532,1,48840,,,
7430,1,6673,7257,0,37,119650,1000,315517,1,123227,138223,1,121092,7614,120693,1,244725,120347,1,119703,1,1,129171,1,14811,,,
7431,1,17350,7513,0,41,119193,2000,303218,1,122422,128224,1,120635,7870,119995,1,120319,119542,1,118832,1,1,128473,1,25488,,,
7432,1,76993,51818,0,46,120739,1000,317393,2,124317,139279,1,122181,52175,118765,1,140490,121437,1,121022,1,1,127243,1,85131,,,
7433,1,18824,1995,0,43,123116,1000,143782,1,126694,138549,1,124558,2352,118520,1,304345,123814,1,120292,1,2,126998,1,26962,,,
7434,1,14877,68608,0,41,118751,3000,32020,1,121980,127932,1,120193,68965,117949,1,119750,119100,1,118803,1,1,126427,1,23015,,,
7435,1,74813,16868,0,40,119967,2000,131394,3,123194,128224,1,121409,17225,119163,1,122195,120314,1,118832,1,1,127641,1,82951,,,
7436,1,45909,242,0,33,120064,1000,315517,1,123643,138384,1,121506,599,118888,1,121648,120763,1,119703,1,1,127366,1,54047,,,
7437,1,75994,71207,0,38,119190,1000,130504,1,122419,128385,1,120632,71564,128894,1,170236,119539,1,118832,1,1,137372,1,84132,,,
7438,1,2019,6253,0,44,119203,1000,130630,1,311125,128299,1,120645,6610,118508,1,296356,308245,1,118832,1,1,126986,1,10157,,,
7439,1,77832,16719,0,37,120038,9000,142893,1,123615,139595,1,121480,17076,120168,1,122036,120735,1,121338,1,1,128646,1,85970,,,
7440,1,80225,226,0,38,120064,4000,315517,1,123643,138411,1,121506,583,121781,1,121648,120763,1,119703,1,1,130259,1,88363,,,
7441,1,4233,2266,0,45,120936,1000,143782,1,124514,138223,1,122378,2623,118592,1,122935,121634,1,119703,1,1,127070,1,12371,,,
7442,1,1953,5414,0,39,119193,1000,303218,1,122422,128342,1,120635,5771,120064,1,242854,119542,1,118832,1,1,128542,1,10091,,,
7443,1,83041,6491,0,33,119650,2000,315517,1,123227,138341,1,121092,6848,118998,1,176377,120347,1,119703,1,1,127476,1,91179,,,
7444,1,80091,4781,1,42,119270,1000,130697,1,122497,128299,1,120712,5138,118466,1,271277,119617,1,118832,1,1,126944,1,88229,,,
7445,1,17795,195348,0,45,120064,1000,315517,3,123643,139300,1,121506,195705,119445,1,121648,120763,1,121043,1,1,127923,1,25933,,,
7446,1,41866,7407,0,47,119620,1000,130752,1,122848,128385,1,121062,7764,118817,1,241523,119968,1,118832,1,1,127295,3,50004,,,
7447,1,33399,3279,0,36,120064,2000,315517,1,123643,138341,1,121506,3636,118656,1,244725,120763,1,119703,1,1,127134,1,41537,,,
7448,1,40215,7261,0,39,121230,1000,130723,1,124458,128342,2,122672,7618,118680,1,127650,121578,1,118832,1,1,127158,1,48353,,,
7449,1,35144,2297,0,39,120167,53000,143022,1,123744,138341,1,121609,2654,119740,2,303878,120864,1,119703,1,1,128218,1,43282,,,
7450,1,35981,59783,0,37,119396,1000,130630,1,122624,128385,1,120838,60140,123143,1,296356,119744,1,118832,1,1,131621,1,44119,,,
7451,1,39791,54298,0,40,120312,1000,44319,1,123890,137889,1,121754,54655,118020,1,295937,121010,1,119632,1,1,126498,1,47929,,,
7452,1,24963,4747,0,33,118926,8000,130186,1,122155,128299,1,120368,5104,118372,1,120314,119275,1,118832,1,1,126850,1,33101,,,
7453,1,16797,7604,0,42,119193,14000,303218,1,122422,128224,1,120635,7961,118474,1,242854,119542,1,118832,1,1,126952,1,24935,,,
7454,0,28843,26188,0,49,118751,8000,32020,1,121980,127916,1,120193,26545,117955,1,119757,119100,1,118787,1,1,126433,1,36981,,,
7455,1,41260,1576,0,33,121593,2000,143236,1,125171,138223,1,123035,1933,121858,1,154008,122291,1,119703,2,1,130336,1,49398,,,
7456,1,39467,56025,0,37,118759,1000,130186,1,121986,128075,1,120201,56382,117983,2,119784,119106,1,118851,1,1,126461,2,47605,,,
7457,1,81364,4716,0,39,118779,1000,303218,1,122006,127961,1,120221,5073,118423,1,119777,119126,1,118832,1,1,126901,1,89502,,,
7458,1,5674,2425,0,50,119193,1000,303218,2,122422,128445,1,120635,2782,120388,1,246929,119542,1,118832,1,1,128866,1,13812,,,
7459,1,81512,49165,0,35,119650,1000,320873,1,122878,128887,1,121092,49522,123790,1,281314,119998,1,119758,1,1,132268,1,89650,,,
7460,1,76625,14386,0,49,119622,1000,44319,2,123201,138975,1,121064,14743,118037,1,121992,120321,1,120718,1,1,126515,1,84763,,,
7461,1,43449,34649,0,35,119650,1000,315517,1,123227,138325,1,121092,35006,118462,1,244725,120347,1,119703,1,1,126940,1,51587,,,
7462,1,29580,788,0,34,119620,3000,130752,1,122848,128299,1,121062,1145,119252,1,132005,119968,1,118832,1,1,127730,1,37718,,,
7463,1,80318,78155,0,41,119642,1000,44319,1,123221,138002,1,121084,78512,118020,1,125498,120341,1,119745,1,1,126498,1,88456,,,
7464,1,80018,5613,0,39,118779,3000,303218,1,122006,141853,1,120221,5970,120441,1,119777,119126,1,132724,1,1,128919,1,88156,,,
7465,1,1973,785,0,36,118779,1000,303218,1,122006,128342,1,120221,1142,120793,1,119777,119126,1,118832,1,1,129271,1,10111,,,
7466,1,84973,4606,0,33,119193,1000,303218,2,122422,128224,1,120635,4963,118474,1,119777,119542,1,118832,1,1,126952,1,93111,,,
7467,1,14877,67364,0,35,118769,2000,130186,1,121997,128236,1,120211,67721,117966,1,119768,119117,1,118997,2,1,126444,1,23015,,,
7468,1,22331,4399,0,37,121706,1000,142803,1,125284,138211,1,123148,4756,127097,1,315360,122404,1,119954,1,1,135575,1,30469,,,
7469,1,38338,23382,0,41,123804,1000,315517,1,127382,138325,2,125246,23739,120460,1,134102,124502,1,119703,1,1,128938,1,46476,,,
7470,1,43030,71409,0,45,119150,3000,303218,1,122379,128385,1,120592,71766,118593,1,231103,119499,1,118832,1,1,127071,1,51168,,,
7471,1,41877,5607,0,45,119690,1000,317393,1,123268,139254,1,121132,5964,119399,1,122548,120388,1,119703,1,1,127877,1,50015,,,
7472,1,58545,819,0,47,119650,1000,315517,1,123227,138411,1,121092,1176,127664,1,121648,120347,1,119703,1,1,136142,1,66683,,,
7473,1,19276,140297,0,43,120578,1000,143022,1,124156,139073,1,122020,140654,119218,1,314978,121276,1,119905,1,1,127696,1,27414,,,
7474,1,80893,255074,0,40,120528,1000,315517,1,124106,138314,1,121970,255431,123798,1,211837,121226,1,120057,1,1,132276,1,89031,,,
7475,1,76993,2333,0,37,122516,1000,143558,1,126095,138411,1,123958,2690,277835,1,122701,123215,1,119703,1,1,286313,1,85131,,,
7476,1,44503,3260,0,34,119193,1000,303218,1,122422,128342,1,120635,3617,118585,1,242854,119542,1,118832,1,3,127063,1,52641,,,
7477,1,29148,38382,0,37,119650,2000,320873,1,122878,128462,1,121092,38739,118535,1,158021,119998,1,119186,1,1,127013,1,37286,,,
7478,1,6673,52023,0,44,120064,1000,315517,1,123643,137901,1,121506,52380,122149,1,121648,120763,1,119644,1,1,130627,1,14811,,,
7479,1,32660,7613,0,43,124609,2000,131259,1,127838,128990,1,126051,7970,119063,1,278211,124958,1,119861,1,1,127541,1,40798,,,
7480,1,5674,19304,0,42,125683,8000,261917,1,128911,128224,1,127125,19661,120121,1,167520,126031,1,118832,1,2,128599,1,13812,,,
7481,1,34079,5431,0,46,119558,3000,320873,1,122786,128326,1,121000,5788,118462,1,281314,119906,1,118832,1,1,126940,1,42217,,,
7482,1,38890,7351,0,34,119650,11000,315517,1,123227,138298,1,121092,7708,122093,1,121648,120347,1,119703,1,1,130571,2,47028,,,
7483,1,18182,16821,2,34,119763,1000,130697,1,122991,129596,1,121205,17178,120894,1,125828,120111,1,120467,1,1,129372,1,26320,,,
7484,1,29293,16545,0,46,118779,1000,303218,1,122006,128025,1,120221,16902,118273,1,119777,119126,1,92132,1,1,126751,2,37431,,,
7485,1,34361,133819,0,44,118779,2000,303218,1,122006,129090,2,120221,134176,118606,1,119777,119126,1,119933,1,1,127084,1,42499,,,
7486,1,38478,8751,1,45,120528,1000,315517,1,124106,138298,1,121970,9108,122093,1,121648,121226,1,119703,1,1,130571,1,46616,,,
7487,1,44415,85361,0,45,119193,1000,303218,1,122422,128326,1,120635,85718,119004,1,119777,119542,1,118832,1,1,127482,1,52553,,,
7488,1,76442,49458,0,31,119296,1000,130723,1,122523,128299,1,120738,49815,118702,1,144444,119643,1,118832,1,1,127180,2,84580,,,
7489,1,82535,5776,1,45,128852,3000,143265,1,132430,138444,1,130294,6133,118826,1,239463,129550,1,119703,1,1,127304,1,90673,,,
7490,1,29753,20545,1,38,119622,1000,44319,1,123201,138218,1,121064,20902,118083,1,121639,120321,1,119961,1,1,126561,1,37891,,,
7491,1,35346,15403,0,44,119814,2000,305094,1,263274,128040,1,121256,15760,118016,1,132784,260394,1,118773,1,1,126494,1,43484,,,
7492,1,27587,1371,0,42,120064,1000,315517,1,123643,137960,1,121506,1728,119052,1,244725,120763,1,119703,1,1,127530,1,35725,,,
7493,1,46018,86405,0,49,119193,1000,303218,1,122422,128326,1,120635,86762,4745,1,119777,119542,1,118832,1,1,13223,1,54156,,,
7494,1,28825,3071,0,37,119515,2000,130942,1,122742,128224,1,120957,3428,120734,1,308270,119862,1,118832,1,1,129212,1,36963,,,
7495,1,2150,124917,0,40,119763,2000,130697,2,122991,128326,1,121205,125274,120242,1,151087,120111,1,118832,1,1,128720,1,10288,,,
7496,1,1697,2288,0,47,121645,1000,131259,1,124874,128412,1,123087,2645,120737,1,120830,121994,1,118832,1,1,129215,1,9835,,,
7497,1,15661,7444,0,32,123721,1000,131394,1,126950,128224,1,125163,7801,119309,1,122195,124070,1,118832,1,1,127787,1,23799,,,
7498,1,21962,5673,0,44,120528,2000,315517,1,124106,138411,1,121970,6030,122149,1,128144,121226,1,119703,1,1,130627,1,30100,,,
7499,1,39390,213618,0,42,118759,2000,130186,1,121986,128095,1,120201,213975,118079,1,119968,119106,1,118966,1,1,126557,1,47528,,,
7500,1,27430,53283,0,32,118926,2000,130186,1,122155,128299,1,120368,53640,120130,1,119925,119275,1,118832,1,1,128608,1,35568,,,
7501,1,77785,15652,0,45,120824,2000,317393,1,286110,138751,1,122266,16009,119263,1,284530,283230,1,120494,1,1,127741,1,85923,,,
7502,1,24963,5066,0,39,120879,2000,130723,1,124107,128299,1,122321,5423,118529,1,131416,121227,1,118832,1,1,127007,2,33101,,,
7503,0,45749,4594,0,43,119193,1000,303218,1,122422,128326,1,120635,4951,118462,1,237143,119542,1,118832,1,1,126940,1,53887,,,
7504,0,34228,4761,0,40,118779,3000,303218,1,122006,140599,1,120221,5118,120734,1,119777,119126,1,119933,1,1,129212,1,42366,,,
7505,1,33823,5085,0,33,121671,1000,142929,1,125250,138298,1,123113,5442,118600,1,314350,122370,1,119703,1,1,127078,1,41961,,,
7506,1,77076,71219,0,42,127829,1000,143819,1,131407,138050,1,129271,71576,120819,1,134539,128527,1,119703,1,1,129297,1,85214,,,
7507,1,34268,17264,0,43,120724,1000,142893,1,124302,138341,1,122166,17621,123618,1,305276,121422,1,119703,1,1,132096,1,42406,,,
7508,1,80120,25649,0,40,119296,1000,130723,1,122523,128342,1,120738,26006,149281,1,146221,119643,1,118832,1,1,157759,1,88258,,,
7509,1,30584,1967,0,43,121841,2000,295086,1,125419,142972,1,123283,2324,123012,1,285034,122539,1,124622,1,1,131490,1,38722,,,
7510,0,52986,52705,0,40,129102,1000,16972,1,132331,127961,1,130544,53062,118981,1,219398,129451,1,118832,1,1,127459,1,61124,,,
7511,1,88088,4838,0,38,120800,1000,130630,1,124029,128342,1,122242,5195,123525,1,312479,121149,1,118832,1,1,132003,1,96226,,,
7512,1,27991,17301,0,48,120203,1000,274216,1,123781,138298,1,121645,17658,118967,1,255734,120901,1,119703,1,1,127445,1,36129,,,
7513,1,36651,7362,1,26,138892,1000,132817,1,142120,128224,1,140334,7719,120734,1,155107,139240,1,118832,1,1,129212,2,44789,,,
7514,1,28726,16868,0,37,119967,1000,131394,1,123194,128224,1,121409,17225,119309,1,141539,120314,1,118832,1,1,127787,1,36864,,,
7515,1,36187,20917,0,38,118844,1000,130186,1,183832,128339,1,120286,21274,118041,1,129129,180952,1,118832,1,1,126519,1,44325,,,
7516,1,30041,5735,0,47,119193,1000,303218,1,122422,128299,1,120635,6092,124796,1,119777,119542,1,118832,1,1,133274,1,38179,,,
7517,1,15844,49644,0,38,119657,4000,303218,1,122885,128326,1,121099,50001,130043,1,123744,120005,1,118832,1,1,138521,1,23982,,,
7518,0,31098,3643,0,36,128427,8000,317393,1,132006,138168,2,129869,4000,118321,1,208633,129126,1,119911,1,1,126799,1,39236,,,
7519,1,80578,26079,0,37,141709,4000,144293,1,145287,143328,1,143151,26436,118459,2,211390,142407,1,124274,1,2,126937,1,88716,,,
7520,1,82340,34630,0,39,118779,1000,303218,1,122006,128326,1,120221,34987,118391,1,119777,119126,1,118832,1,1,126869,1,90478,,,
7521,1,45311,105,0,40,119193,1000,303218,1,122422,128445,1,120635,462,118518,1,119777,119542,1,118832,1,1,126996,2,53449,,,
